,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09
235,,,2.0,3.0,1.0,0.0,3.0,14.0,16.0,16.0,19.0,14.0,14.0,13.0,23.0,34.0,34.0,34.0,16.0,17.0,41.0,44.0,27.0,21.0,16.0,17.0,19.0,15.0,21.0,10.0
236,,,5.0,5.0,0.0,2.0,5.0,8.0,10.0,5.0,3.0,4.0,1.0,10.0,10.0,6.0,11.0,7.0,9.0,7.0,1.0,16.0,22.0,9.0,16.0,14.0,4.0,11.0,7.0,0.0
237,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.0,4.0,0.0,1.0,15.0,21.0,14.0,8.0,1.0,0.0,3.0,5.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0
238,,,-1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0
239,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
240,,,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,7.0,14.0,15.0,9.0,6.0,3.0,3.0,4.0,5.0,9.0,20.0,15.0,2.0,2.0,18.0,23.0,5.0
241,,,2.0,3.0,1.0,0.0,0.0,1.0,5.0,5.0,7.0,9.0,12.0,11.0,3.0,17.0,19.0,39.0,93.0,77.0,21.0,20.0,27.0,31.0,26.0,8.0,5.0,4.0,4.0,0.0
242,,,12.0,8.0,0.0,10.0,11.0,22.0,21.0,17.0,17.0,15.0,32.0,23.0,22.0,28.0,22.0,10.0,4.0,27.0,23.0,8.0,147.0,157.0,18.0,-125.0,-112.0,15.0,11.0,9.0
243,,,13.0,10.0,2.0,8.0,6.0,4.0,13.0,47.0,38.0,22.0,64.0,44.0,32.0,43.0,46.0,33.0,0.0,26.0,50.0,30.0,6.0,26.0,26.0,14.0,29.0,20.0,12.0,7.0
244,,,10.0,11.0,13.0,13.0,28.0,28.0,12.0,23.0,43.0,40.0,38.0,32.0,23.0,48.0,45.0,29.0,34.0,27.0,13.0,26.0,44.0,59.0,54.0,42.0,42.0,21.0,105.0,101.0
245,,,12.0,20.0,26.0,55.0,59.0,49.0,83.0,95.0,65.0,48.0,30.0,26.0,41.0,53.0,59.0,46.0,42.0,44.0,31.0,54.0,92.0,69.0,62.0,84.0,41.0,31.0,49.0,18.0
246,,,2.0,0.0,0.0,1.0,4.0,5.0,3.0,7.0,6.0,0.0,1.0,2.0,6.0,7.0,2.0,7.0,12.0,6.0,6.0,6.0,4.0,7.0,8.0,9.0,5.0,6.0,11.0,5.0
247,,,11.0,17.0,14.0,11.0,6.0,20.0,40.0,46.0,36.0,36.0,23.0,20.0,32.0,44.0,61.0,58.0,58.0,30.0,10.0,35.0,48.0,33.0,14.0,22.0,19.0,15.0,23.0,8.0
248,,,2.0,2.0,5.0,19.0,30.0,32.0,27.0,75.0,64.0,0.0,20.0,34.0,23.0,40.0,55.0,24.0,18.0,18.0,19.0,48.0,59.0,76.0,46.0,0.0,13.0,45.0,90.0,58.0
249,,,3.0,5.0,4.0,16.0,32.0,22.0,17.0,29.0,26.0,8.0,44.0,71.0,41.0,40.0,71.0,45.0,31.0,41.0,36.0,44.0,39.0,37.0,28.0,27.0,25.0,46.0,65.0,29.0
250,,,8.0,9.0,9.0,21.0,23.0,18.0,33.0,50.0,38.0,23.0,24.0,21.0,24.0,38.0,26.0,28.0,40.0,29.0,20.0,26.0,30.0,47.0,53.0,27.0,17.0,8.0,22.0,20.0
251,,,10.0,16.0,20.0,13.0,61.0,61.0,57.0,90.0,35.0,2.0,16.0,91.0,75.0,10.0,37.0,29.0,42.0,44.0,51.0,92.0,86.0,83.0,47.0,37.0,32.0,11.0,74.0,63.0
252,,,2.0,2.0,11.0,14.0,3.0,15.0,21.0,13.0,7.0,7.0,31.0,24.0,15.0,23.0,17.0,9.0,51.0,67.0,33.0,35.0,24.0,19.0,13.0,86.0,86.0,-35.0,-26.0,9.0
253,,,11.0,22.0,32.0,46.0,37.0,35.0,65.0,49.0,10.0,54.0,64.0,36.0,38.0,38.0,83.0,68.0,11.0,39.0,54.0,21.0,16.0,37.0,51.0,44.0,34.0,32.0,40.0,22.0
254,,,2.0,3.0,2.0,7.0,6.0,7.0,14.0,23.0,19.0,9.0,8.0,10.0,8.0,3.0,34.0,37.0,10.0,19.0,21.0,13.0,28.0,32.0,11.0,44.0,44.0,8.0,10.0,2.0
255,,,3.0,5.0,5.0,4.0,6.0,8.0,18.0,17.0,5.0,3.0,6.0,11.0,8.0,10.0,18.0,19.0,18.0,13.0,16.0,25.0,26.0,24.0,26.0,27.0,11.0,24.0,40.0,16.0
256,,,10.0,9.0,30.0,56.0,35.0,20.0,20.0,78.0,79.0,33.0,45.0,52.0,30.0,61.0,81.0,20.0,21.0,37.0,31.0,29.0,45.0,31.0,14.0,38.0,35.0,17.0,23.0,17.0
257,,,0.0,2.0,2.0,1.0,3.0,5.0,14.0,20.0,9.0,6.0,12.0,13.0,12.0,5.0,0.0,7.0,7.0,18.0,18.0,2.0,12.0,14.0,4.0,0.0,23.0,26.0,6.0,3.0
258,,,2.0,4.0,2.0,0.0,4.0,12.0,18.0,33.0,28.0,13.0,31.0,28.0,9.0,19.0,23.0,22.0,29.0,22.0,11.0,18.0,25.0,38.0,35.0,34.0,34.0,20.0,23.0,11.0
259,,,155.0,146.0,105.0,101.0,97.0,121.0,85.0,105.0,71.0,48.0,88.0,79.0,52.0,81.0,110.0,78.0,80.0,63.0,20.0,66.0,140.0,101.0,26.0,29.0,32.0,15.0,49.0,37.0
260,,,5.0,14.0,13.0,7.0,4.0,26.0,26.0,32.0,33.0,13.0,14.0,7.0,18.0,18.0,16.0,16.0,10.0,10.0,9.0,28.0,42.0,18.0,19.0,37.0,24.0,10.0,14.0,10.0
261,,,2.0,0.0,1.0,4.0,3.0,0.0,5.0,5.0,3.0,10.0,7.0,4.0,4.0,14.0,15.0,4.0,9.0,10.0,6.0,3.0,7.0,8.0,4.0,2.0,1.0,4.0,9.0,6.0
262,,,13.0,14.0,16.0,11.0,7.0,49.0,45.0,19.0,21.0,17.0,28.0,33.0,29.0,34.0,46.0,30.0,25.0,31.0,22.0,42.0,60.0,60.0,33.0,33.0,50.0,24.0,18.0,11.0
263,,,0.0,0.0,0.0,2.0,4.0,5.0,3.0,9.0,9.0,4.0,5.0,2.0,12.0,17.0,21.0,15.0,9.0,12.0,8.0,6.0,7.0,6.0,21.0,44.0,49.0,30.0,6.0,2.0
264,,,8.0,10.0,22.0,22.0,34.0,30.0,8.0,23.0,35.0,20.0,0.0,17.0,41.0,40.0,61.0,45.0,22.0,22.0,4.0,9.0,27.0,30.0,21.0,13.0,0.0,19.0,27.0,8.0
265,,,40.0,40.0,46.0,191.0,145.0,156.0,156.0,199.0,199.0,59.0,180.0,192.0,71.0,100.0,137.0,136.0,195.0,174.0,131.0,115.0,156.0,252.0,195.0,81.0,44.0,39.0,77.0,38.0
266,,,10.0,8.0,0.0,9.0,26.0,34.0,17.0,18.0,18.0,0.0,21.0,26.0,18.0,41.0,37.0,47.0,38.0,23.0,26.0,17.0,29.0,26.0,24.0,13.0,5.0,8.0,23.0,20.0
267,,,3.0,3.0,4.0,15.0,12.0,11.0,12.0,9.0,12.0,8.0,3.0,10.0,17.0,16.0,17.0,14.0,20.0,14.0,11.0,25.0,18.0,14.0,15.0,8.0,3.0,6.0,9.0,3.0
268,,,17.0,16.0,1.0,19.0,19.0,51.0,51.0,26.0,26.0,5.0,37.0,50.0,34.0,42.0,57.0,31.0,18.0,41.0,46.0,45.0,68.0,46.0,36.0,62.0,39.0,41.0,41.0,13.0
269,,,6.0,3.0,0.0,4.0,8.0,10.0,13.0,9.0,4.0,2.0,9.0,9.0,7.0,26.0,27.0,16.0,19.0,29.0,27.0,28.0,37.0,29.0,11.0,0.0,-8.0,55.0,74.0,11.0
270,,,8.0,7.0,0.0,0.0,25.0,44.0,43.0,41.0,26.0,9.0,60.0,86.0,44.0,44.0,32.0,28.0,35.0,35.0,77.0,73.0,20.0,72.0,103.0,78.0,45.0,56.0,86.0,30.0
271,,,5.0,22.0,33.0,29.0,27.0,36.0,47.0,43.0,19.0,8.0,26.0,36.0,41.0,39.0,34.0,18.0,5.0,27.0,48.0,72.0,70.0,24.0,21.0,33.0,12.0,13.0,33.0,20.0
272,,,15.0,6.0,13.0,13.0,1.0,1.0,9.0,31.0,31.0,9.0,0.0,29.0,41.0,17.0,28.0,40.0,22.0,11.0,10.0,30.0,39.0,13.0,33.0,48.0,15.0,31.0,39.0,8.0
273,,,9.0,5.0,0.0,0.0,3.0,5.0,9.0,16.0,15.0,6.0,0.0,9.0,16.0,7.0,1.0,10.0,9.0,6.0,14.0,11.0,10.0,15.0,10.0,7.0,5.0,5.0,7.0,2.0
274,,,15.0,33.0,33.0,49.0,34.0,24.0,68.0,77.0,61.0,52.0,57.0,52.0,36.0,66.0,76.0,53.0,55.0,34.0,25.0,39.0,35.0,35.0,34.0,30.0,15.0,34.0,43.0,9.0
275,,,4.0,4.0,5.0,13.0,8.0,23.0,23.0,7.0,21.0,18.0,23.0,26.0,22.0,32.0,45.0,37.0,21.0,45.0,52.0,43.0,43.0,36.0,26.0,12.0,3.0,0.0,21.0,21.0
276,,,7.0,7.0,0.0,0.0,5.0,5.0,5.0,22.0,17.0,0.0,2.0,2.0,2.0,7.0,15.0,17.0,9.0,5.0,5.0,3.0,10.0,22.0,13.0,17.0,17.0,6.0,9.0,3.0
277,,,6.0,6.0,0.0,0.0,0.0,8.0,9.0,3.0,2.0,0.0,2.0,2.0,16.0,26.0,50.0,44.0,17.0,38.0,25.0,20.0,23.0,46.0,43.0,23.0,35.0,48.0,55.0,19.0
278,,,12.0,26.0,18.0,5.0,9.0,19.0,14.0,15.0,16.0,7.0,17.0,20.0,13.0,41.0,47.0,13.0,35.0,49.0,50.0,74.0,58.0,20.0,43.0,73.0,48.0,28.0,25.0,15.0
279,,,22.0,32.0,16.0,10.0,9.0,18.0,24.0,31.0,47.0,43.0,23.0,27.0,45.0,76.0,82.0,63.0,45.0,22.0,47.0,71.0,59.0,61.0,62.0,67.0,40.0,17.0,51.0,34.0
280,,,3.0,2.0,1.0,1.0,1.0,2.0,4.0,9.0,8.0,2.0,9.0,12.0,4.0,5.0,9.0,14.0,13.0,6.0,3.0,9.0,19.0,13.0,11.0,12.0,3.0,7.0,16.0,9.0
281,,,7.0,14.0,23.0,34.0,46.0,32.0,24.0,34.0,48.0,57.0,27.0,18.0,63.0,59.0,32.0,38.0,20.0,45.0,48.0,52.0,88.0,80.0,82.0,66.0,64.0,54.0,56.0,41.0
282,,,10.0,7.0,0.0,9.0,35.0,26.0,0.0,35.0,46.0,34.0,44.0,34.0,54.0,72.0,72.0,57.0,16.0,46.0,67.0,36.0,31.0,46.0,45.0,45.0,30.0,34.0,36.0,2.0
283,,,13.0,13.0,31.0,46.0,15.0,61.0,61.0,109.0,109.0,14.0,57.0,73.0,30.0,21.0,82.0,104.0,73.0,65.0,53.0,27.0,38.0,29.0,94.0,133.0,39.0,75.0,85.0,10.0
284,,,16.0,15.0,2.0,23.0,22.0,8.0,8.0,21.0,21.0,14.0,27.0,40.0,29.0,6.0,25.0,22.0,9.0,34.0,29.0,23.0,25.0,11.0,11.0,19.0,14.0,31.0,44.0,13.0
285,,,9.0,9.0,0.0,5.0,5.0,11.0,14.0,3.0,0.0,0.0,18.0,22.0,13.0,10.0,19.0,18.0,13.0,19.0,8.0,9.0,15.0,33.0,25.0,27.0,42.0,21.0,12.0,6.0
286,,,8.0,6.0,0.0,6.0,6.0,24.0,34.0,18.0,8.0,16.0,36.0,37.0,28.0,25.0,32.0,18.0,23.0,40.0,23.0,16.0,26.0,11.0,-5.0,4.0,15.0,36.0,30.0,5.0
287,,,2.0,2.0,1.0,1.0,24.0,24.0,1.0,4.0,6.0,3.0,0.0,13.0,16.0,15.0,17.0,15.0,16.0,6.0,15.0,20.0,10.0,17.0,20.0,13.0,5.0,7.0,14.0,7.0
288,,,22.0,22.0,55.0,84.0,71.0,104.0,132.0,88.0,93.0,140.0,94.0,39.0,10.0,78.0,109.0,128.0,138.0,78.0,133.0,156.0,161.0,175.0,129.0,104.0,62.0,36.0,95.0,72.0
289,,,20.0,32.0,30.0,37.0,30.0,34.0,47.0,50.0,50.0,37.0,19.0,39.0,44.0,52.0,77.0,61.0,60.0,42.0,30.0,58.0,98.0,75.0,58.0,103.0,57.0,71.0,126.0,55.0
290,,,7.0,7.0,1.0,6.0,5.0,6.0,27.0,35.0,14.0,0.0,38.0,48.0,26.0,38.0,38.0,16.0,9.0,27.0,29.0,46.0,35.0,47.0,47.0,49.0,83.0,46.0,38.0,26.0
291,,,10.0,10.0,0.0,0.0,27.0,27.0,16.0,27.0,64.0,53.0,0.0,45.0,51.0,13.0,46.0,53.0,29.0,28.0,26.0,22.0,45.0,56.0,33.0,53.0,40.0,13.0,18.0,5.0
292,,,9.0,20.0,33.0,32.0,19.0,30.0,45.0,57.0,75.0,62.0,22.0,2.0,16.0,39.0,44.0,37.0,21.0,11.0,19.0,17.0,22.0,24.0,11.0,4.0,1.0,5.0,9.0,4.0
293,,,11.0,11.0,0.0,17.0,97.0,80.0,16.0,16.0,0.0,-8.0,0.0,22.0,30.0,32.0,31.0,20.0,24.0,21.0,20.0,24.0,17.0,15.0,13.0,20.0,11.0,7.0,25.0,18.0
294,,,6.0,6.0,0.0,8.0,25.0,17.0,19.0,30.0,24.0,13.0,0.0,36.0,43.0,28.0,45.0,34.0,23.0,14.0,12.0,52.0,54.0,42.0,33.0,18.0,14.0,52.0,85.0,33.0
295,,,2.0,3.0,1.0,4.0,7.0,7.0,14.0,17.0,7.0,9.0,10.0,5.0,5.0,6.0,7.0,6.0,7.0,5.0,6.0,9.0,9.0,9.0,8.0,3.0,8.0,16.0,11.0,4.0
296,,,0.0,1.0,2.0,2.0,3.0,3.0,6.0,7.0,2.0,4.0,4.0,4.0,6.0,8.0,11.0,10.0,11.0,9.0,5.0,4.0,7.0,6.0,3.0,2.0,4.0,11.0,10.0,3.0
297,,,2.0,2.0,6.0,6.0,4.0,29.0,37.0,22.0,10.0,9.0,19.0,10.0,-22.0,-17.0,15.0,13.0,8.0,8.0,4.0,5.0,8.0,6.0,7.0,5.0,6.0,5.0,3.0,5.0
298,,,3.0,7.0,8.0,3.0,4.0,19.0,29.0,21.0,8.0,27.0,38.0,26.0,17.0,9.0,25.0,28.0,24.0,16.0,10.0,17.0,19.0,21.0,18.0,7.0,15.0,23.0,12.0,4.0
299,,,0.0,12.0,12.0,0.0,6.0,8.0,4.0,2.0,0.0,14.0,14.0,12.0,17.0,10.0,5.0,0.0,0.0,0.0,36.0,49.0,13.0,19.0,23.0,4.0,4.0,5.0,6.0,5.0
300,,,2.0,3.0,1.0,0.0,2.0,3.0,3.0,9.0,7.0,5.0,6.0,7.0,8.0,5.0,9.0,13.0,10.0,11.0,13.0,10.0,6.0,8.0,8.0,1.0,9.0,11.0,10.0,11.0
301,,,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,0.0,5.0,12.0,7.0,2.0,6.0,8.0,6.0,3.0,2.0,3.0,8.0,8.0,5.0,3.0,6.0,3.0,1.0,4.0
302,,,2.0,3.0,4.0,8.0,17.0,18.0,9.0,9.0,6.0,2.0,2.0,0.0,0.0,0.0,1.0,50.0,56.0,9.0,3.0,9.0,13.0,6.0,3.0,2.0,1.0,0.0,4.0,6.0
303,,,2.0,1.0,0.0,0.0,0.0,7.0,10.0,3.0,0.0,5.0,17.0,15.0,3.0,3.0,18.0,17.0,2.0,6.0,7.0,2.0,4.0,8.0,7.0,2.0,1.0,3.0,4.0,4.0
304,,,3.0,5.0,8.0,10.0,9.0,6.0,8.0,10.0,3.0,12.0,14.0,5.0,3.0,5.0,28.0,25.0,14.0,14.0,6.0,10.0,16.0,12.0,6.0,4.0,4.0,4.0,3.0,5.0
305,,,1.0,1.0,0.0,0.0,0.0,1.0,2.0,7.0,6.0,2.0,2.0,1.0,1.0,0.0,1.0,4.0,3.0,0.0,3.0,6.0,5.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0
306,,,1.0,2.0,2.0,4.0,4.0,2.0,3.0,12.0,11.0,3.0,3.0,0.0,7.0,20.0,19.0,11.0,8.0,6.0,9.0,7.0,3.0,3.0,13.0,12.0,9.0,7.0,3.0,12.0
307,,,2.0,2.0,0.0,2.0,5.0,3.0,2.0,2.0,0.0,1.0,8.0,11.0,16.0,20.0,11.0,6.0,4.0,2.0,1.0,5.0,9.0,6.0,7.0,5.0,4.0,5.0,8.0,9.0
308,,,2.0,3.0,1.0,3.0,5.0,5.0,4.0,1.0,0.0,2.0,11.0,9.0,16.0,20.0,7.0,7.0,8.0,4.0,0.0,5.0,8.0,4.0,2.0,1.0,5.0,7.0,8.0,9.0
309,,,2.0,2.0,0.0,5.0,13.0,11.0,12.0,12.0,3.0,21.0,25.0,10.0,24.0,25.0,12.0,13.0,21.0,14.0,6.0,12.0,10.0,25.0,29.0,7.0,8.0,20.0,26.0,14.0
310,,,1.0,13.0,12.0,0.0,1.0,2.0,1.0,3.0,3.0,3.0,5.0,4.0,7.0,6.0,2.0,4.0,11.0,9.0,2.0,4.0,8.0,8.0,6.0,3.0,5.0,4.0,0.0,7.0
311,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,3.0,2.0,7.0,7.0,9.0,12.0,6.0,5.0,4.0,3.0,6.0,7.0,3.0,1.0,2.0,3.0,1.0,0.0
312,,,1.0,1.0,0.0,0.0,5.0,9.0,6.0,3.0,1.0,4.0,4.0,8.0,14.0,12.0,14.0,17.0,9.0,20.0,20.0,12.0,18.0,23.0,17.0,0.0,35.0,40.0,11.0,13.0
313,,,9.0,8.0,6.0,8.0,11.0,16.0,17.0,20.0,10.0,26.0,27.0,9.0,17.0,25.0,26.0,29.0,55.0,38.0,7.0,14.0,25.0,26.0,26.0,16.0,28.0,39.0,33.0,24.0
314,,,9.0,15.0,8.0,-1.0,2.0,7.0,10.0,13.0,7.0,17.0,20.0,11.0,19.0,19.0,15.0,19.0,22.0,12.0,4.0,14.0,37.0,48.0,30.0,7.0,31.0,21.0,12.0,23.0
315,,,3.0,9.0,6.0,27.0,49.0,52.0,40.0,15.0,3.0,31.0,46.0,23.0,30.0,29.0,17.0,26.0,16.0,6.0,19.0,24.0,22.0,11.0,-3.0,-3.0,11.0,20.0,22.0,13.0
316,,,0.0,0.0,0.0,-1.0,2.0,5.0,3.0,1.0,0.0,3.0,4.0,5.0,4.0,23.0,28.0,6.0,7.0,8.0,5.0,5.0,7.0,6.0,5.0,4.0,6.0,8.0,4.0,2.0
317,,,6.0,8.0,2.0,10.0,20.0,16.0,11.0,17.0,12.0,6.0,22.0,26.0,12.0,22.0,30.0,13.0,3.0,7.0,14.0,12.0,8.0,16.0,14.0,1.0,3.0,16.0,25.0,18.0
318,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,4.0,1.0,4.0,5.0,1.0,0.0,3.0,3.0,0.0,4.0,5.0,1.0,0.0,4.0,4.0,0.0,0.0
319,,,5.0,3.0,8.0,14.0,10.0,9.0,11.0,7.0,2.0,10.0,11.0,8.0,16.0,16.0,15.0,18.0,21.0,13.0,4.0,23.0,11.0,-10.0,3.0,3.0,7.0,7.0,4.0,5.0
320,,,5.0,6.0,1.0,0.0,3.0,8.0,16.0,18.0,7.0,2.0,5.0,14.0,13.0,10.0,15.0,13.0,11.0,8.0,9.0,8.0,11.0,17.0,8.0,0.0,10.0,11.0,4.0,5.0
321,,,3.0,-3.0,-3.0,0.0,1.0,3.0,4.0,4.0,2.0,1.0,1.0,25.0,30.0,7.0,5.0,19.0,16.0,0.0,2.0,32.0,43.0,21.0,8.0,0.0,24.0,24.0,5.0,12.0
322,,,0.0,2.0,2.0,0.0,0.0,2.0,5.0,4.0,1.0,0.0,-1.0,5.0,6.0,1.0,1.0,8.0,8.0,0.0,2.0,7.0,7.0,5.0,3.0,0.0,3.0,3.0,1.0,4.0
323,,,0.0,0.0,0.0,9.0,20.0,12.0,3.0,6.0,4.0,3.0,4.0,5.0,11.0,10.0,18.0,18.0,7.0,12.0,12.0,18.0,20.0,16.0,14.0,4.0,7.0,7.0,1093.0,3.0
324,,,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,9.0,13.0,5.0,3.0,6.0,11.0,9.0,7.0,8.0,7.0,7.0,9.0,13.0,11.0,4.0,13.0,13.0,2.0,4.0
325,,,3.0,3.0,0.0,0.0,2.0,3.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,12.0,18.0,14.0,15.0,20.0,16.0,3.0,5.0,9.0,5.0,1.0,1.0,5.0,10.0,6.0
326,,,0.0,0.0,0.0,0.0,7.0,8.0,3.0,11.0,9.0,0.0,0.0,0.0,1.0,26.0,27.0,5.0,9.0,26.0,23.0,7.0,13.0,13.0,11.0,7.0,2.0,12.0,17.0,8.0
327,,,1.0,0.0,0.0,6.0,7.0,4.0,7.0,9.0,5.0,6.0,7.0,1.0,2.0,3.0,4.0,7.0,4.0,9.0,12.0,4.0,8.0,12.0,6.0,1.0,17.0,21.0,4.0,0.0
328,,,2.0,4.0,9.0,14.0,11.0,23.0,24.0,9.0,5.0,11.0,27.0,31.0,17.0,9.0,16.0,22.0,20.0,11.0,12.0,20.0,28.0,22.0,13.0,7.0,14.0,23.0,40.0,49.0
329,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,11.0,38.0,34.0,7.0,11.0,8.0,11.0,7.0,5.0,11.0,10.0,7.0,19.0,16.0,12.0,12.0,7.0,7.0
330,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,4.0,0.0,2.0,3.0,6.0,8.0,3.0,0.0,6.0,5.0,0.0,2.0
331,,,2.0,2.0,0.0,1.0,5.0,5.0,4.0,5.0,6.0,4.0,5.0,6.0,6.0,12.0,11.0,8.0,11.0,10.0,12.0,11.0,10.0,18.0,10.0,37.0,37.0,16.0,29.0,13.0
332,,,2.0,2.0,0.0,5.0,9.0,13.0,13.0,12.0,8.0,0.0,13.0,13.0,2.0,17.0,29.0,17.0,20.0,25.0,16.0,20.0,21.0,18.0,16.0,10.0,8.0,11.0,10.0,4.0
333,,,5.0,5.0,0.0,13.0,15.0,38.0,61.0,41.0,28.0,19.0,33.0,42.0,22.0,27.0,42.0,60.0,57.0,18.0,91.0,153.0,152.0,113.0,71.0,114.0,83.0,50.0,105.0,72.0
334,,,4.0,4.0,0.0,10.0,12.0,11.0,11.0,2.0,2.0,18.0,24.0,12.0,8.0,20.0,34.0,19.0,16.0,32.0,47.0,43.0,56.0,58.0,37.0,46.0,44.0,42.0,57.0,35.0
335,,,0.0,0.0,0.0,13.0,15.0,11.0,13.0,10.0,11.0,18.0,17.0,31.0,34.0,15.0,21.0,13.0,0.0,41.0,54.0,33.0,44.0,33.0,9.0,0.0,20.0,33.0,20.0,7.0
336,,,8.0,8.0,0.0,8.0,10.0,6.0,14.0,16.0,13.0,12.0,6.0,3.0,11.0,16.0,11.0,12.0,8.0,5.0,15.0,13.0,8.0,5.0,15.0,17.0,3.0,6.0,16.0,11.0
337,,,1.0,0.0,7.0,7.0,10.0,18.0,21.0,23.0,10.0,10.0,30.0,31.0,27.0,18.0,26.0,24.0,18.0,18.0,22.0,32.0,14.0,13.0,14.0,5.0,9.0,9.0,0.0,-31.0
338,,,0.0,0.0,7.0,7.0,16.0,16.0,-8.0,5.0,13.0,20.0,24.0,7.0,6.0,13.0,12.0,2.0,23.0,26.0,16.0,16.0,11.0,23.0,20.0,5.0,5.0,5.0,1.0,3.0
339,,,2.0,0.0,7.0,19.0,29.0,26.0,13.0,48.0,36.0,26.0,34.0,46.0,50.0,4.0,74.0,74.0,67.0,92.0,43.0,34.0,35.0,30.0,15.0,44.0,44.0,4.0,0.0,-32.0
340,,,0.0,0.0,2.0,2.0,6.0,9.0,8.0,17.0,12.0,5.0,16.0,21.0,13.0,11.0,19.0,11.0,15.0,18.0,22.0,49.0,47.0,96.0,111.0,32.0,10.0,10.0,42.0,42.0
341,,,-2.0,-2.0,4.0,4.0,3.0,3.0,3.0,6.0,3.0,0.0,13.0,15.0,5.0,5.0,23.0,21.0,11.0,11.0,0.0,5.0,17.0,17.0,14.0,64.0,55.0,0.0,26.0,33.0
342,,,-1.0,-1.0,15.0,37.0,52.0,31.0,23.0,47.0,25.0,25.0,42.0,37.0,43.0,46.0,46.0,23.0,40.0,49.0,30.0,33.0,41.0,46.0,42.0,43.0,24.0,6.0,9.0,19.0
343,,,1.0,0.0,7.0,13.0,6.0,4.0,11.0,11.0,4.0,0.0,13.0,18.0,14.0,20.0,18.0,7.0,14.0,14.0,5.0,16.0,17.0,12.0,12.0,10.0,7.0,3.0,9.0,14.0
344,,,3.0,0.0,6.0,6.0,2.0,3.0,6.0,6.0,1.0,7.0,8.0,10.0,9.0,7.0,17.0,10.0,16.0,17.0,7.0,18.0,20.0,18.0,20.0,16.0,7.0,1.0,6.0,15.0
345,,,0.0,0.0,0.0,0.0,6.0,12.0,11.0,12.0,7.0,0.0,10.0,19.0,17.0,17.0,16.0,7.0,18.0,27.0,17.0,15.0,25.0,32.0,32.0,20.0,5.0,3.0,5.0,16.0
346,,,0.0,0.0,2.0,3.0,4.0,3.0,1.0,4.0,2.0,3.0,4.0,6.0,8.0,7.0,6.0,1.0,10.0,10.0,0.0,4.0,20.0,32.0,16.0,4.0,4.0,0.0,9.0,14.0
347,,,1.0,0.0,9.0,9.0,3.0,8.0,11.0,16.0,10.0,6.0,25.0,38.0,23.0,26.0,29.0,7.0,30.0,37.0,37.0,46.0,21.0,5.0,26.0,26.0,32.0,32.0,13.0,23.0
348,,,0.0,0.0,0.0,2.0,2.0,1.0,5.0,7.0,3.0,6.0,6.0,19.0,28.0,27.0,38.0,20.0,11.0,24.0,14.0,8.0,12.0,14.0,15.0,23.0,27.0,10.0,6.0,27.0
349,,,0.0,0.0,4.0,14.0,19.0,17.0,27.0,79.0,47.0,39.0,78.0,26.0,20.0,50.0,53.0,23.0,38.0,82.0,55.0,39.0,47.0,63.0,95.0,68.0,25.0,8.0,3.0,21.0
350,,,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,0.0,2.0,3.0,1.0,2.0,2.0,0.0,2.0,4.0,3.0,3.0,2.0
351,,,1.0,1.0,0.0,0.0,4.0,4.0,2.0,3.0,1.0,3.0,7.0,5.0,1.0,8.0,13.0,5.0,2.0,5.0,5.0,2.0,1.0,4.0,3.0,7.0,8.0,1.0,0.0,0.0
352,,,3.0,-1.0,6.0,9.0,6.0,9.0,8.0,7.0,5.0,0.0,6.0,12.0,8.0,5.0,6.0,3.0,1.0,5.0,4.0,6.0,5.0,4.0,6.0,4.0,3.0,3.0,6.0,4.0
